137779238	GYR	0.0022907446	0.009315695	-7.6358154E-4
137779253	GYR	0.0022907446	0.009315695	-7.6358154E-4
137779263	GYR	0.0022907446	0.009315695	-7.6358154E-4
137779273	GYR	0.0022907446	0.009315695	-7.6358154E-4
137779283	GYR	-7.6358154E-4	-4.5814895E-4	-1.5271631E-4
137779293	GYR	4.5814895E-4	1.5271631E-4	4.5814895E-4
137779303	GYR	-1.5271631E-4	-4.5814895E-4	4.5814895E-4
137779313	GYR	-7.6358154E-4	-4.5814895E-4	-7.6358154E-4
137779323	GYR	4.5814895E-4	-4.5814895E-4	-0.0013744468
137779333	GYR	-1.5271631E-4	-0.0010690142	-7.6358154E-4
137779343	GYR	4.5814895E-4	-4.5814895E-4	-1.5271631E-4
137779353	GYR	-1.5271631E-4	-4.5814895E-4	-7.6358154E-4
137779363	GYR	-1.5271631E-4	-0.0010690142	-0.001985312
137779373	GYR	-7.6358154E-4	-0.0010690142	-7.6358154E-4
137779383	GYR	-0.0013744468	1.5271631E-4	-7.6358154E-4
137779393	GYR	4.5814895E-4	-0.0010690142	-1.5271631E-4
137779398	MAG	12.24	8.22	-66.78
137779403	GYR	4.5814895E-4	-4.5814895E-4	-1.5271631E-4
137779408	MAG	12.059999	8.46	-66.78
137779413	GYR	-1.5271631E-4	1.5271631E-4	-0.0013744468
137779418	MAG	12.12	8.04	-67.02
137779423	GYR	-7.6358154E-4	-4.5814895E-4	-1.5271631E-4
137779428	MAG	12.0	7.68	-67.14
137779433	GYR	4.5814895E-4	7.6358154E-4	-7.6358154E-4
137779438	MAG	12.42	7.9199996	-67.32
137779443	GYR	-1.5271631E-4	-4.5814895E-4	-7.6358154E-4
137779448	MAG	12.179999	7.7999997	-67.92
137779453	GYR	-1.5271631E-4	7.6358154E-4	-1.5271631E-4
137779458	MAG	12.54	7.9199996	-68.22
137779463	GYR	-1.5271631E-4	1.5271631E-4	4.5814895E-4
137779468	MAG	12.719999	8.4	-68.159996
137779473	GYR	4.5814895E-4	-4.5814895E-4	-7.6358154E-4
137779478	MAG	12.36	8.94	-68.1
137779483	GYR	-1.5271631E-4	-4.5814895E-4	-0.0013744468
137779488	MAG	12.599999	8.94	-67.439995
137779493	GYR	-1.5271631E-4	1.5271631E-4	-1.5271631E-4
137779498	MAG	12.42	9.0	-67.26
137779503	GYR	-1.5271631E-4	1.5271631E-4	-7.6358154E-4
137779508	MAG	12.42	8.82	-67.2
137779513	GYR	-1.5271631E-4	-0.0010690142	-1.5271631E-4
137779518	MAG	12.3	8.82	-66.659996
137779523	GYR	0.0010690142	1.5271631E-4	-1.5271631E-4
137779528	MAG	12.48	8.5199995	-67.14
137779533	GYR	-1.5271631E-4	7.6358154E-4	-7.6358154E-4
137779538	MAG	12.66	8.76	-67.56
137779543	GYR	-1.5271631E-4	1.5271631E-4	-0.0013744468
137779548	MAG	12.66	9.12	-67.86
137779553	GYR	-0.0013744468	1.5271631E-4	-0.0013744468
137779558	MAG	12.719999	8.76	-68.28
137779563	GYR	-1.5271631E-4	1.5271631E-4	-1.5271631E-4
137779568	MAG	12.9	9.12	-68.04
137779573	GYR	-0.0013744468	-4.5814895E-4	-7.6358154E-4
137779578	MAG	12.599999	8.7	-67.92
137779583	GYR	4.5814895E-4	-0.0010690142	4.5814895E-4
137779588	MAG	12.42	8.28	-67.74
137779593	GYR	-1.5271631E-4	1.5271631E-4	-7.6358154E-4
137779598	MAG	12.48	8.4	-68.1
137779603	GYR	-1.5271631E-4	7.6358154E-4	-7.6358154E-4
137779608	ACC	0.08379706	0.10295067	9.816526
137779608	MAG	12.0	8.4	-68.4
137779613	GYR	-7.6358154E-4	1.5271631E-4	-1.5271631E-4
137779618	ACC	0.10295067	0.11492168	9.809343
137779618	MAG	11.88	8.639999	-68.159996
137779623	GYR	-0.0013744468	1.5271631E-4	-0.0013744468
137779628	ACC	0.10295067	0.11492168	9.809343
137779628	MAG	11.88	9.059999	-68.4
137779633	GYR	-1.5271631E-4	7.6358154E-4	-1.5271631E-4
137779638	ACC	0.08379706	0.11252748	9.792584
137779638	MAG	12.42	8.76	-68.04
137779643	GYR	-1.5271631E-4	7.6358154E-4	4.5814895E-4
137779648	ACC	0.074220255	0.09816227	9.794978
137779648	MAG	12.48	8.76	-68.04
137779653	GYR	-0.001985312	7.6358154E-4	-7.6358154E-4
137779658	ACC	0.055066638	0.076614454	9.814132
137779658	MAG	12.66	8.82	-67.799995
137779663	GYR	-1.5271631E-4	1.5271631E-4	-1.5271631E-4
137779668	ACC	0.06464344	0.055066638	9.811738
137779668	MAG	12.42	8.76	-67.74
137779673	GYR	-0.0013744468	1.5271631E-4	-7.6358154E-4
137779678	ACC	0.07182605	0.08619126	9.80695
137779678	MAG	11.88	9.0	-67.68
137779683	GYR	-7.6358154E-4	1.5271631E-4	-1.5271631E-4
137779688	ACC	0.05746084	0.095768064	9.797373
137779688	MAG	12.179999	9.179999	-67.68
137779693	GYR	-7.6358154E-4	-0.0016798794	-7.6358154E-4
137779698	ACC	0.074220255	0.095768064	9.809343
137779698	MAG	12.24	9.179999	-67.86
137779703	GYR	-7.6358154E-4	-4.5814895E-4	-7.6358154E-4
137779708	ACC	0.074220255	0.10055647	9.799767
137779708	MAG	12.9	9.42	-67.74
137779713	GYR	-1.5271631E-4	-4.5814895E-4	4.5814895E-4
137779718	ACC	0.08619126	0.09816227	9.79019
137779718	MAG	12.84	9.54	-67.619995
137779723	GYR	-1.5271631E-4	-4.5814895E-4	-0.0013744468
137779728	ACC	0.088585466	0.088585466	9.816526
137779728	MAG	12.9	9.54	-67.2
137779733	GYR	-1.5271631E-4	-4.5814895E-4	-7.6358154E-4
137779738	ACC	0.08379706	0.10295067	9.809343
137779738	MAG	13.139999	10.139999	-67.02
137779743	GYR	0.0010690142	1.5271631E-4	-1.5271631E-4
137779748	ACC	0.08379706	0.10295067	9.809343
137779748	MAG	12.96	10.74	-66.6
137779753	GYR	4.5814895E-4	1.5271631E-4	-7.6358154E-4
137779758	ACC	0.07182605	0.08140286	9.804555
137779758	MAG	13.2	10.74	-67.08
137779763	GYR	-1.5271631E-4	-4.5814895E-4	-1.5271631E-4
137779768	ACC	0.074220255	0.079008654	9.811738
137779768	MAG	12.66	10.74	-67.5
137779773	GYR	0.0010690142	1.5271631E-4	-1.5271631E-4
137779778	ACC	0.09816227	0.10295067	9.814132
